class,tweets,clean_text
0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say slowly godi love amp need youclean heart bloodsend special people amp u c miracle tomorrow itplspls
1,Please CALL 08712402779 immediately as there is an urgent message waiting for you,08712402779 immediately urgent message waiting
0,Kay... Since we are out already ,kay
0,Taka lor. Wat time u wan 2 come n look 4 us?,taka lor wat time u wan 2 come n look 4
0,No break time one... How... I come out n get my stuff fr �_?,break time come n stuff fr �
0,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",k roommate wants dubsack friend want plan bringing extra ill tell know sure
0,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,hi darlin im missin u hope having good time u time u home jess xx
0,Just glad to be talking to you.,just glad talking
0,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,hi dear urgnt dont know whats problem dont want work problem tell wating reply
0,"Ta-Daaaaa! I am home babe, are you still up ?",tadaaaaa home babe
0,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),want tel u thing u mistake k message sent
0,Hi. I'm always online on yahoo and would like to chat with you someday,hi im online yahoo like chat someday
1,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,todays voda numbers ending 5226 selected receive 350 award hava match 08712300220 quoting claim code 1131 standard rates app
0,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,exhausted train morning wine pie sleep
1,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,free msg ringtonefrom httptms widelivecomindex wmlid1b6a5ecef91ff937819firsttrue180430jul05
0,Oh ok i didnt know what you meant. Yep i am baby jontin,oh ok didnt know meant yep baby jontin
0,Yes da. Any plm at ur office,yes da plm ur office
0,I dun believe u. I thk u told him.,dun believe u thk u told
0,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,mean come chase stated watch movies want
0,Hi my email address has changed now it is ,hi email address changed
0,"Haha get used to driving to usf man, I know a lot of stoners",haha used driving usf man know lot stoners
0,Do �_ all wan 2 meet up n combine all the parts? How's da rest of da project going?,� wan 2 meet n combine parts hows da rest da project going
0,I will once i get home,home
0,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",thank callingforgot say happy onam sirjii fine remembered met insurance personmeet qatar insha allahrakhesh ex tata aig joined tisscotayseer
0,Ok...,ok
0,You call times job today ok umma and ask them to speed up,times job today ok umma ask speed
0,So what did the bank say about the money?,did bank say money
0,Yesterday its with me only . Now am going home.,yesterday going home
0,Aiyah e rain like quite big leh. If drizzling i can at least run home.,aiyah e rain like quite big leh drizzling run home
0,Thanx a lot...,thanx lot
0,Lol they don't know about my awesome phone. I could click delete right now if I want.,lol dont know awesome phone click delete right want
0,I want  &lt;#&gt;  rs da:)do you have it?,want ltgt rs dado
0,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,hi birth 8lb 7oz mother baby doing brilliantly
0,Ok.,ok
0,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,buzzzz grins did buzz ass buzz chest buzz cock phone vibrator did feel shake
0,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,know grumpy old people mom like better lying play jokes
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,private 2003 account statement shows 800 unredeemed sim points 08715203685 identifier code4xx26 expires 131004
1,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",1000s flirting txt girl bloke ur age girl zoe 18 8007 join chatting
0,Yes see ya not on the dot,yes ya dot
0,Really? I crashed out cuddled on my sofa.,really crashed cuddled sofa
0,"Sorry, I'll call later",sorry ill later
0,Me n him so funny...,n funny
0,Guai... �� shd haf seen him when he's naughty... �� so free today? Can go jogging...,guai �� shd haf seen hes naughty �� free today jogging
1,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY �1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",new mobiles 2004 txt nokia 89545 collect today �1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
0,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",lol oh babe wont sliding place midnight thanks invite
0,K k:) sms chat with me.,k k sms chat
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,private 2003 account statement shows 800 unredeemed sim points 08718738001 identifier code 49557 expires 261104
0,And miss vday the parachute and double coins??? U must not know me very well...,miss vday parachute double coins u know
0,"Well, i'm gonna finish my bath now. Have a good...fine night.",im gonna finish bath goodfine night
1,You are a winner U have been specially selected 2 receive �1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,winner u specially selected 2 receive �1000 cash 4 holiday flights speak live operator 2 claim 0871277810810
0,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",tunji hows queen doing just wishing great day abiola
0,I am on the way to ur home,way ur home
0,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,heart remembrs forgets soon bcoz heart like liked ones remembered everytime bslvyl
0,I not at home now lei...,home lei
0,"Me also da, i feel yesterday night  wait til 2day night dear.",da feel yesterday night wait til 2day night dear
0,"We're all getting worried over here, derek and taylor have already assumed the worst",getting worried derek taylor assumed worst
0,Are you this much buzy,buzy
0,Then anything special?,special
0,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",oh shit thought trip loooooool just makes sense grins sofa reference sleep couch link sent wasnt went trip oh didnt babe celebration rents
0,Even if he my friend he is a priest call him now,friend priest
0,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,wish dont think gonna snow flurries usually melt hit ground eek havent snow ltgt born
0,Ok. She'll be ok. I guess,ok shell ok guess
1,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,dear 0776xxxxxxx uve invited xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs
0,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,weather extra warm cold pls lots vitamin c
1,Congratulations ur awarded either �500 of CD gift vouchers & Free entry 2 our �100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratulations ur awarded �500 cd gift vouchers free entry 2 �100 weekly draw txt music 87066 tncs wwwldewcom1win150ppmx3age16
0,"How about clothes, jewelry, and trips?",clothes jewelry trips
0,"Sorry, I'll call later",sorry ill later
0,Wat time �_ finish?,wat time � finish
0,I'm home. Doc gave me pain meds says everything is fine.,im home doc gave pain meds says fine
0,on hen night. Going with a swing,hen night going swing
0,Aiyah ok wat as long as got improve can already wat...,aiyah ok wat long got improve wat
1,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",account credited 500 free text messages activate just txt word credit 80488 tcs www80488biz
1,Ur HMV Quiz cash-balance is currently �500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,ur hmv quiz cashbalance currently �500 maximize ur cashin send hmv1 86688 150pmsg
0,Babe ? I lost you ... :-(,babe lost
0,"Better than bb. If he wont use it, his wife will or them doctor",better bb wont use wife doctor
0,Yes..gauti and sehwag out of odi series.,yesgauti sehwag odi series
0,"Sorry, I'll call later",sorry ill later
0,Pls pls find out from aunt nike.,pls pls aunt nike
0,Didn't you get hep b immunisation in nigeria.,didnt hep b immunisation nigeria
1,"Romantic Paris. 2 nights, 2 flights from �79 Book now 4 next year. Call 08704439680Ts&Cs apply.",romantic paris 2 nights 2 flights �79 book 4 year 08704439680tscs apply
0,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,im sorry ive joined league people dont touch mean great deal friend times great personal cost great week
0,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",lol grins im babe thanks thinking
0,Remember to ask alex about his pizza,remember ask alex pizza
0,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,yoyyooo u know change permissions drive mac usb flash drive
0,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,aint answerin phone actually pretty reasonable hour im sleepy
1,URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,urgent mobile number awarded �2000 prize guaranteed 09061790121 land line claim 3030 valid 12hrs 150ppm
